Friendly name,prefix,body,description
req_swamp,#req_swamp,~#req_swamp~,"Event requires the province to have swamp. 1 = must be swamp, 0 = cannot be swamp."
req_targaff,#req_targaff,~#req_targaff~,Target must have this affliction.
req_targally,#req_targally,~#req_targally~,If you figure this one out please tell me so I can add it. 
req_targanimal,#req_targanimal,~#req_targanimal~,Target must (not) be an animal.
req_targdemon,#req_targdemon,~#req_targdemon~,Target must (not) be a demon.
req_targforeignok,#req_targforeignok,~#req_targforeignok~,Indicates that the target can be owned by someone else than the owner of the land. The default (without this command) is that all req_targ\u2026 commands only target commanders that are owned by the player that owns the land where the event occurs.
req_targgod,#req_targgod,~#req_targgod~,Target must be god.  1 = must be pretender or disciple 0 = cannot be pretender or disciple
req_targhumanoid,#req_targhumanoid,~#req_targhumanoid~,Sets item slot requirement for target.  1 = must have hands 0 = must not have hands
req_targimmobile,#req_targimmobile,~#req_targimmobile~,Target must (not) be immobile.
req_targinanimate,#req_targinanimate,~#req_targinanimate~,Target must (not) be an inanimate being.
req_targitem,#req_targitem,~#req_targitem~,Target must have this magic item.
req_targmagicbeing,#req_targmagicbeing,~#req_targmagicbeing~,Target must (not) be a magic being.
req_targmale,#req_targmale,~#req_targmale~,Sets targets gender requirement.  1 = must be male 0 = must be female
req_targmaxsize,#req_targmaxsize,~#req_targmaxsize~,"Target must be this size of smaller.  These commands set event code requirements that must be fulfilled for the event to take place. They are generally used in event chains where the event requires another event to have taken place previously.  There is a risk of incompatible mods if the same event codes are used across different mods!  Please use only negative event codes from -300 and downwards, or it may interfere with the events in the vanilla game (except for 0, which is default)."
req_targmindless,#req_targmindless,~#req_targmindless~,Target must (not) be mindless.
req_targminsize,#req_targminsize,~#req_targminsize~,Target must be this size or larger.
req_targmnr,#req_targmnr,~#req_targmnr~,Target commander must be this monster type. This command can be used multiple times.
req_targnoaff,#req_targnoaff,~#req_targnoaff~,If you figure this one out please tell me so I can add it. 
req_targnoitem,#req_targnoitem,~#req_targnoitem~,Target must not have this magic item.
req_targnomnr,#req_targnomnr,~#req_targnomnr~,Target commander mustnt be this monster type. This command can be used multiple times.
req_targnoorder,#req_targnoorder,~#req_targnoorder~,If you figure this one out please tell me so I can add it. 
req_targnopath1,#req_targnopath1,~#req_targnopath1~,Must have level 0 in target magic path.
req_targnopath2,#req_targnopath2,~#req_targnopath2~,Must have level 0-1 in target magic path.
req_targnopath3,#req_targnopath3,~#req_targnopath3~,Must have level 0-2 in target magic path.
req_targnopath4,#req_targnopath4,~#req_targnopath4~,Must have level 0-3 in target magic path.
req_targnotally,#req_targnotally,~#req_targnotally~,If you figure this one out please tell me so I can add it. 
req_targnotowner,#req_targnotowner,~#req_targnotowner~,If you figure this one out please tell me so I can add it. 
req_targorder,#req_targorder,~#req_targorder~,"Target must be performing these orders. This command can be used multiple times, in which case one of the conditions being present is sufficient to fulfill the requirement. Target orders are listed in the table below."
req_targowner,#req_targowner,~#req_targowner~,Target must owned by this nation. Negative nation number cannot be used and the command can only be used once per event.
req_targpath1,#req_targpath1,~#req_targpath1~,Must have level 1+ in target magic path.
req_targpath2,#req_targpath2,~#req_targpath2~,Must have level 2+ in target magic path.
req_targpath3,#req_targpath3,~#req_targpath3~,Must have level 3+ in target magic path.
req_targpath4,#req_targpath4,~#req_targpath4~,Must have level 4+ in target magic path.
req_targprophet,#req_targprophet,~#req_targprophet~,Target must be a prophet.  1 = must be a prophet 0 = cannot be a prophet
req_targundead,#req_targundead,~#req_targundead~,Target must (not) be an undead.
req_temple,#req_temple,~#req_temple~,"There must be a temple in the province. 1 = yes, 0 = no"
req_turn,#req_turn,~#req_turn~,The event cannot happen before this turn.
req_unclaimedthrone,#req_unclaimedthrone,~#req_unclaimedthrone~,The throne [sitename] must be present in the game and unclaimed. Combine with #req_site to target the throne province.
req_unique,#req_unique,~#req_unique~,The event can only happen  times during the course of the game.
req_unluck,#req_unluck,~#req_unluck~,Misfortune scale required.
req_unmagic,#req_unmagic,~#req_unmagic~,Drain scale required.
req_waste,#req_waste,~#req_waste~,"Event requires the province to have waste terrain. 1 = must be waste, 0 = cannot be waste."
req_worlditem,#req_worlditem,~#req_worlditem~,If you figure this one out please tell me so I can add it. 
reqeyes,#reqeyes,~#reqeyes~,The item can only be used by a being with eyes.
reqlab,#reqlab,~#reqlab~,Recruiting the monster requires a lab.
reqnoplant,#reqnoplant,~#reqnoplant~,If you figure this one out please tell me so I can add it. 
reqplant,#reqplant,~#reqplant~,If you figure this one out please tell me so I can add it. 
reqseduce,#reqseduce,~#reqseduce~,Only units with the seduce ability can cast this ritual.
reqspellsinger,#reqspellsinger,~#reqspellsinger~,Only units with the spell singing ability can cast this ritual.
reqtaskmaster,#reqtaskmaster,~#reqtaskmaster~,Only units with the task master ability can cast this ritual.
reqtemple,#reqtemple,~#reqtemple~,Recruiting the monster requires a temple.
res,#res,~#res~,Adds a resource bonus to the site.
researchaff,#researchaff,~#researchaff~,A researcher suffers an affliction.
researchbonus,#researchbonus,~#researchbonus~,Makes a commander better or worse at magic research. A sage has a value of 8.
researchlevel,#researchlevel,~#researchlevel~,Level of research required to learn this spell. The level should be a number between 0 and 9.
researchscale,#researchscale,~#researchscale~,The amount of research bonus received per mage from a magic scale of +3. Default is 3.
resetcode,#resetcode,~#resetcode~,Removes this event code from the entire world.
resetcodedelay,#resetcodedelay,~#resetcodedelay~,"Removes this event code from the entire world, but not immediately. It will be removed after all events have been executed this turn."
resetcodedelay2,#resetcodedelay2,~#resetcodedelay2~,"Removes this event code from the entire world, but not immediately. It will be removed after all events have been executed on the next turn."
resolvearena1,#resolvearena1,~#resolvearena1~,The area battles will be resolved and the winner rewarded. This event (or #resolvearena2) must occur the turn after the #arena event occurred.
resolvearena2,#resolvearena2,~#resolvearena2~,"Same as #resolvearena1, but it will be an arena where the use of magic is prohibited."
resourcemult,#resourcemult,~#resourcemult~,A multiplier for the amount of resource found in a land. Default is 100.
resources,#resources,~#resources~,The monster generates
ressize,#ressize,~#ressize~,Use this command with a size value of 2 to give a cavalryman resource cost calculated based on size 2 instead of 3. Size value must be a number between 1 and 6.
restricted,#restricted,~#restricted~,The item is restricted to this nation only. Can be used multiple times on one item to enable it for a few nations. A nation nbr of -1 restricts the item to the last manipulated nation so this command can be used with #newnation.
restricteditem,#restricteditem,~#restricteditem~,This item can only be used by monsters with the proper #userestricteditem ability value.
revealprov,#revealprov,~#revealprov~,The name of the province is revealed to the entire world.
revealsite,#revealsite,~#revealsite~,Reveals the site called [sitename] in the province. [sitename] must be added to the event message text in brackets.
revolt,#revolt,~#revolt~,Province revolts and turns independent.
riverstart,#riverstart,~#riverstart~,This nation doesnt mind starting surrounded by rivers. Ctis has this ability.
rockcol,#rockcol,~#rockcol~, Color the world with the specified colors for fights in the current province. Color values range from 0 to 255.
rpcost,#rpcost,~#rpcost~,The cost in recruitment points for the monster. 1 is standard for a simple commander and about 10 for a normal soldier.  A value of base price*1000 means it will be auto-calculated. Most human troops and commander have the value 10000 meaning that it will be calculated automatically based on the monsters age and that it has a base price of 10 gold commanders also have magic and other skills taken into account.
run,#run,~#run~,The bearer of the item is able to move further on the battlefield (double combat speed).
sacredonly,#sacredonly,~#sacredonly~,The weapon only affects sacred troops.
sacrificedom,#sacrificedom,~#sacrificedom~,Priests of this nation can make blood sacrifices to increase dominion. Mictlan has this benefit.
saildist,#saildist,~#saildist~, Sets the maximum sail distance in sea provinces. A commander with the sailing ability will be able to pass this many sea provinces. It default to 2
sailing,#sailing,~#sailing~,A commander with this ability is able to sail over two sea provinces with his troops. Ship size is the size of the boat and indicates how many size points the commander can transport. Standard value is 999. Max unit size is the maximum size unit that can be transported usually 2 or 3.
saltvul,#saltvul,~#saltvul~,"Units with this trait can take the listed value at most in Damage, when hit by the Enchanted Salt attack.  For those who don't know, the actual Damage you take from Salt is capped after its Damage Roll, and independently from its attack Damage (which is 1). For units without Salt Vulnerability, the cap is zero.  Salt can also Stun Vulnerable and non-Vulnerable targets, with the same chances as Shock Damage. The Stun chance is calculated before Salt Vulnerability is taken into account."
sample,#sample,~#sample~,Uses this sample as sound effect for when the spell is cast. The sample must be in .sw (16-bit signed words 22050 Hz mono) or .al (a-law 22050 Hz mono) format. This command can also be used for weapons.
scalewalls,#scalewalls,~#scalewalls~,The monster can assassinate commanders even when they are in besieged castles.
scenario,#scenario,~#scenario~, This command tags the map as a scenario and this will be indicated by a small burning star when selecting a map. It disables most game setup options
school,#school,~#school~,Magic school for this spell. The number ranges from -1 to 7 see Table Magic path numbers for spells.
scry,#scry,~#scry~,A mage with the same path as the site may enter to scry a distant province. The scrying is a magic ritual which provides accurate scouting information on the province for
scryrange,#scryrange,~#scryrange~,Set the maximum range of the scry ability. If not set a maximum range of 6 provinces will be used.
secondarycolor,#secondarycolor,~#secondarycolor~,The animated background is made up of two colors the primary color (from #color) and this one. If the secondary color is not set it will be the same as the primary.
secondaryeffect,#secondaryeffect,~#secondaryeffect~,This secondary effect will affect anyone harmed by the weapon. See Table secondary weapon effects for some premade effects. The effects are also weapons and share the same numbers as all other weapons and you can create a new secondary effect by creating a new weapon.
secondaryeffectalways,#secondaryeffectalways,~#secondaryeffectalways~,This secondary effect will affect anyone attacked by the weapon no matter if it was a hit or not as long as the secondary effect itself has an area of effect of one or greater. If the secondary effect does not have an area of effect it will activate when the target is hit even if actual damage is not inflicted. See table secondary weapon effects for some premade effects. Only one of #secondaryeffectalways and #secondaryeffect can be used. You must use the always variant with area effects. For non-area effects either one can be used but you usually want the non-always variant for these weapons.
secondarylevel,#secondarylevel,~#secondarylevel~,Secondary path level requirement to forge this magic item. Works like #mainlevel.
secondarypath,#secondarypath,~#secondarypath~,Secondary path required to forge this magic item. The path is a number from -1 to 7 from Table 20.
secondshape,#secondshape,~#secondshape~,This monster will assume another shape when it gets seriously wounded. Remember to give the other shape the #firstshape command if you want it to return to the primary form when it feels better. Werewolves in human form use this ability. Monster nbr can be negative for montags.
secondtmpshape,#secondtmpshape,~#secondtmpshape~,This monster will transform into another monster when it is killed in battle. This other monster will be removed after battle. Serpent Cataphracts use this ability. Monster nbr can be negative for montags.
seduce,#seduce,~#seduce~,Gives the monster the ability to seduce like a Nagini. The value indicates the difficulty of the morale check 10 is standard.
sethome,#sethome,~#sethome~,The commander casting this ritual will get his home province set to the current province.
setland,#setland,~#setland~, Sets the active province. All the following commands will only affect the active province.
shapechance,#shapechance,~#shapechance~,may be x% chance to enter or skip secondshapes
shapechange,#shapechange,~#shapechange~,This monster is able to change shape to and from another monster at will. The other monster is not affected by this command and must be given #shapechange command with the first form as the value. Dragons use this ability. It is also possible to do multiple form shape changers such as the Jotun Skratti by chaining this command over several monsters.
shatteredsoul,#shatteredsoul,~#shatteredsoul~,The monster suffers from a shattered soul like a Tartarian. There is a
shock,#shock,~#shock~,This weapon does shock damage. A shock resistant being will take reduced damage from this weapon.
shockres,#shockres,~#shockres~,The item grants a Shock Resistance bonus.
shrinkhp,#shrinkhp,~#shrinkhp~,The monster shrinks to the following monster once it has this many hit points or less. Hydras use this mechanic.
siegebonus,#siegebonus,~#siegebonus~,A value of ten will make this monster count as ten extra humans when it comes to breaking down castle gates.
singlebattle,#singlebattle,~#singlebattle~,The monster only fights in one battle and then leaves like the gladiators of Ermor and Pythium. It has to kill someone or get wounded to count as having fought.
size,#size,~#size~,The size of the monster.  1 = hoburg 2 = human 3 = shambler cavalry 4 = giant chariot 5 = giant lobster 6 = dragon sphinx.
sizeresist,#sizeresist,~#sizeresist~,Units that are size 3 or 4 have a chance of resisting the effects of the weapon. Size 5+ units always resist the effects and size 1 and 2 units never resist the effect. Str 15+ also has a chance to resist and Str 35+ always resists.
skip,#skip,~#skip~,Once this weapon is used skip the next weapon.
skip2,#skip2,~#skip2~,Once this weapon is used skip the next 2 weapons.
skirmisher,#skirmisher,~#skirmisher~,"Units in Skirmish formation suffer a -1 penalty to Morale, unless they have the Skirmisher trait. <-25 - 25>"
skybox,#skybox,~#skybox~, Sets the sky (battleground background) to a tga/rgb pic of your choice for fights in the current province. The picture size should be a power of two. 512*512 is a good size.
slash,#slash,~#slash~,The weapon does slashing damage. Monsters with Slash Resistance only take half damage.
slashres,#slashres,~#slashres~,The monster takes half damage from slashing weapons.
slave,#slave,~#slave~,Slaves are typically untrained fodder who are given weapons and herded into battle. They have low morale and are easily routed. Their morale is improved when led by a taskmaster.
slaver,#slaver,~#slaver~,Gets the capture slave ability. The number of slaves captured will be 1d6+4 (open ended) per month and unrest will increase by 1 for every slave captured.
slaverbonus,#slaverbonus,~#slaverbonus~,Modifies the number of slaves captured with the Slaver ability. E.g. a modifier of -2 will make the slaver ability catch 1d6+2 slaves per month.
sleepaura,#sleepaura,~#sleepaura~,Grant the Sleep Aura effect with this area of effect. The Shuten-doji has this ability with area 10.
slimer,#slimer,~#slimer~,Any unit attacking this monster must make a magic resistance check or become immobilized by oozing slime identical to the effects of the Slime spell. Strength works identically to #damagerev.
slothincome,#slothincome,~#slothincome~,The effect sloth and productivity has on income. Default is 3.
slothpower,#slothpower,~#slothpower~, The monster will get stat increases or decreases depending on the Sloth scale.
slothresearch,#slothresearch,~#slothresearch~,The monster gains
slothresources,#slothresources,~#slothresources~,The effect sloth and productivity have on resources. Default is 15.
slowrec,#slowrec,~#slowrec~,Takes double the amount of commander points to recruit this monster it can only be used on commanders.
snake,#snake,~#snake~,Use this for snakes wyrms and other monsters without legs.
snaketattoo,#snaketattoo,~#snaketattoo~,Magic tattoo like the units of Marverni and Sauromatia have.
sneakunit,#sneakunit,~#sneakunit~,The item will grant stealth to non-stealthy units.
snow,#snow,~#snow~,The monster is unhindered by snow.
sorceryrange,#sorceryrange,~#sorceryrange~,All Sorcery magic (Astral Death Nature Blood) rituals cast in this province have their range increased by
sound,#sound,~#sound~,The sample that will sound when this spell is cast. Samples have the same number as the weapon samples see table Sound effects.
spec,#spec,~#spec~,Sets the special abilities of a spell. 8388608 is a useful number and it means that the spell can be cast under water. 64 is armor piercing 128 is armor negating and 4096 means MR negates. Add values together to make combinations.
speciallook,#speciallook,~#speciallook~,This command surround a monster with a particle effect. Value can be from 1 to 3 and represents fire shield look astral shield look and a burning look respectively. A value of 100 to 199 will give the unit a fixed alpha value of 0-99 (low values will make it impossible to see).
specstart,#specstart,~#specstart~, Use this command to assign a specific nation to a specific start location. Nation numbers can be found in the Early Era Nations table and the three following tables. If you use the #specstart command
spell,#spell,~#spell~,Enables user of item to cast this spell in battle or as a ritual
spellreqfly,#spellreqfly,~#spellreqfly~,1 means only flying units can cast this ritual.
spellsinger,#spellsinger,~#spellsinger~,Unit takes 50% longer to cast spells but at half fatigue cost.
spiritsight,#spiritsight,~#spiritsight~,Spirit sight makes it possible to see into the spirit realm and see the true essence of beings. Units with spirit sight gets no penalties from darkness and can see invisible units.
spr,#spr,~#spr~,Uses a user made image for item sprite. The image should be 32x32 or 64x64 with the item centered in the picture. The item itself should not be larger than 40x40 pixels. Black will be transparent unless the image is saved with alpha information in which case that will be used instead.
spr1,#spr1,~#spr1~,The file name of the normal image for the monster. The size of the image should be 8 16 32 64 or 128 pixels wide/high. A human being should be about 32 pixels high and there should be 2 pixels of free space between his feet and the bottom of the image. You can use an alpha channel in the image or not. If not you should instead use black (RGB 0 0 0) as background and magenta (RGB 255 0 255) for shadows.
spr2,#spr2,~#spr2~,The file name of the attack image for the monster. If this is not set then spr1 will be used for this image too.
spreadchaos,#spreadchaos,~#spreadchaos~,The nations dominion spreads Turmoil outside its borders.
spreadcold,#spreadcold,~#spreadcold~,The nations dominion spreads Cold outside its borders like Niefelheim.
spreaddeath,#spreaddeath,~#spreaddeath~,"The nations dominion spreads Death outside its borders.  NOTE, The value for all scale spread commands can be from 1-3 and indicates the maximum scale value it can raise nearby provinces to as well as the speed with which it spreads."
spreaddom,#spreaddom,~#spreaddom~,The monster spreads the Dominion of the pretender god by its mere presence. The candles value should usually be one meaning that the monster spreads as much dominion as one prophet.
spreadheat,#spreadheat,~#spreadheat~,The nations dominion spreads Heat outside its borders like Abysia.
spreadlazy,#spreadlazy,~#spreadlazy~,The nations dominion spreads Sloth outside its borders.
springimmortal,#springimmortal,~#springimmortal~,The immortal will reform his body in the spring.
springpower,#springpower,~#springpower~,The monster has increased hit points in spring and lowered hit points in autumn.
springshape,#springshape,~#springshape~,Changes into another monster when this season is active.
spy,#spy,~#spy~,This monster is a spy.
standard,#standard,~#standard~,The monster increases the morale of units in the same squad by
start,#start,~#start~, Sets a recommended start location. By creating at least one start location for each player
startaff,#startaff,~#startaff~,The monster has a chance of starting with a random lesser affliction like a flagellant.
startage,#startage,~#startage~,The start age for a monster. Usually there is no need to set this as it will be calculated automatically depending on maxage and skills. An age of zero clears this command and an age of -1 sets start age to zero. The startage value is the starting point for actual age calculations based on magic and other skills.
startcom,#startcom,~#startcom~,The nation will start with this commander. This command also removes all old start troops and must be used when changing start units.
startdom,#startdom,~#startdom~,The default dominion strength this monster is used as a god. Standard is a value between 1 (arch mage) and 4 (oracle). This command also makes the monster selectable as a god.
startheroab,#startheroab,~#startheroab~,The monster has a chance of starting with a heroic ability like you receive when entering the hall of fame.
startingaff,#startingaff,~#startingaff~,Monster always starts with one (or more) afflictions as indicated by the affliction bitmask. See the Affliction table in the weapon modding section for suitable values.
startitem,#startitem,~#startitem~,The monster starts with this item if it is a commander.
startmajoraff,#startmajoraff,~#startmajoraff~,The monster has a chance of starting with a random major affliction.
startscout,#startscout,~#startscout~,The nation will start with this unit as an extra commander.
startsite,#startsite,~#startsite~,Adds a start site for this nation. Table Some magic sites shows some suitable start sites. This command can be used up to 4 times for multiple start sites. Assignment by site number is not possible.
startunitnbrs1,#startunitnbrs1,~#startunitnbrs1~,The number of start units. Default is 20 units.
startunitnbrs2,#startunitnbrs2,~#startunitnbrs2~,The number of start units in the second squad. Default is 20 units.
startunittype1,#startunittype1,~#startunittype1~,The commander will have units of this type.
startunittype2,#startunittype2,~#startunittype2~,The commander will have a second squad with these units.
stealthboost,#stealthboost,~#stealthboost~,The item will grant a stealth bonus to already stealthy units.
stealthcom,#stealthcom,~#stealthcom~,The nations that owns the event gains a sneaking commander of the specified type in the province.
stealthy,#stealthy,~#stealthy~,This monster can sneak into enemy provinces. The default value when using this modding command is 0. Scouts are harder to detect and have a standard value of 10. A Spy has 20. The number of patrolling units required to have a 50% chance of detecting the sneaking monster is
stonebeing,#stonebeing,~#stonebeing~,This monster is a stone being and immune to petrification.
stoneskin,#stoneskin,~#stoneskin~,The item automatically applies the Stoneskin spell to the bearer like the Boots of Stone.
stormimmune,#stormimmune,~#stormimmune~,The bearer of the can fly during a storm.
stormpower,#stormpower,~#stormpower~,The monster gets stat increases in combat during storms. This attribute also duplicates the effects of the #stormimmune attribute giving the monster the ability to fly during a storm. Only active in combat.
str,#str,~#str~,The item grants a strength bonus.
strikeunits,#strikeunits,~#strikeunits~,All units in the province are hit with an attack.
succubus,#succubus,~#succubus~,Gives the monster the dream seduction ability like a Succubus. The value indicates the difficulty of the morale check 10 is standard.
summary,#summary,~#summary~,A summary of the benefits and dominion themes of the nation.
summerpower,#summerpower,~#summerpower~,The monster has increased hit points in summer and lowered hit points in winter.
summershape,#summershape,~#summershape~,Changes into another monster when this season is active.
summon,#summon,~#summon~,A mage of the same magic path as the site may enter to summon the specified monster. To summon more than one monster of the same type the command must be used multiple times.
summon1,#summon1,~#summon1~,Automatically summons monsters each month. The #summon1 command summons one monster per month and #summon2 to #summon5 more according to the number in the command.
summon2,#summon2,~#summon2~,Automatically summons monsters each month. The #summon1 command summons one monster per month and #summon2 to #summon5 more according to the number in the command.
summon3,#summon3,~#summon3~,Automatically summons monsters each month. The #summon1 command summons one monster per month and #summon2 to #summon5 more according to the number in the command.
summon4,#summon4,~#summon4~,Automatically summons monsters each month. The #summon1 command summons one monster per month and #summon2 to #summon5 more according to the number in the command.
summon5,#summon5,~#summon5~,Automatically summons monsters each month. The #summon1 command summons one monster per month and #summon2 to #summon5 more according to the number in the command.
summonlvl2,#summonlvl2,~#summonlvl2~,Like #summon except that the mage summoning must be at least level 2.
summonlvl3,#summonlvl3,~#summonlvl3~,Like #summon except that the mage summoning must be at least level 3.
summonlvl4,#summonlvl4,~#summonlvl4~,Like #summon except that the mage summoning must be at least level 4.
sunawe,#sunawe,~#sunawe~,"Works like Awe, except that it doesn’t work if there is no sun shining."
supayareanim,#supayareanim,~#supayareanim~,Reanimating priest of this nation will create supayas like Nazca.
superiorleader,#superiorleader,~#superiorleader~,Leadership value 160. Commander cost +150. Commanded units have a morale modifier of +3.
superiormagicleader,#superiormagicleader,~#superiormagicleader~,This monster has an innate ability to command 160 magic beings. This is a very rare ability that only most magic beings possess.
superiorundeadleader,#superiorundeadleader,~#superiorundeadleader~,This monster has an innate ability to command 160 undead beings. This is a rare ability that usually only demons or undead beings possess.
supply,#supply,~#supply~,The magic site provides
supplybonus,#supplybonus,~#supplybonus~,A monster with this ability produces extra supplies. A negative value can also be used which will make the monster consume more supplies than usual.
supplymult,#supplymult,~#supplymult~,A multiplier for the amount of supplies found in a land. Default is 100.
swampcom,#swampcom,~#swampcom~,This commander can be recruited in swamp provinces with or without fort. See the box below for all command names.
swamprec,#swamprec,~#swamprec~,This unit can be recruited in swamp provinces with or without fort. See the box below for all command names.
swampsurvival,#swampsurvival,~#swampsurvival~,Monster has the Swamp Survival skill. Swamp terrain does not hinder movement.
swift,#swift,~#swift~,Grants extra combat speed to the wielder.
swimming,#swimming,~#swimming~,The monster can cross rivers.
syncretism,#syncretism,~#syncretism~,Syncretism enable all priests to convert conquered temples instead of demolishing them.
tainted,#tainted,~#tainted~,Percent chance of being horror marked each turn.
taskmaster,#taskmaster,~#taskmaster~,All slaves under the command of this monster have their morale increased by
taxboost,#taxboost,~#taxboost~,Tax income increase in the province for one turn. Use negative numbers for a tax decrease. A value of -100 means no gold income for that turn.
taxcollector,#taxcollector,~#taxcollector~,The monster can collect taxes from provinces that cannot trace a route to the nearest fort.
teleport,#teleport,~#teleport~,The monster can teleport. Movement on the battlefield is instantaneous and the monster is not hindered by storms. The command automatically sets mapmove to 100 and the creature ignores terrain restrictions and the Sea of Ice spell.
temple,#temple,~#temple~, Puts a temple in the active province.
templecost,#templecost,~#templecost~,Gold cost for building a temple. Default is 400.
templegems,#templegems,~#templegems~,The nations temples give gems up to a maximum of current dominion strength. Gem type is a value from 0 to 7 same value as magic paths (0=fire 7=blood).
templepic,#templepic,~#templepic~,Temple should look like this. See table below for some pic number values.
templetrainer,#templetrainer,~#templetrainer~,A commander with this ability will be able to summon a monster per turn when in a temple province. Only one commander can do this per temple province.
tempscalecap,#tempscalecap,~#tempscalecap~,Changing any scale more than this does not yield extra design points. Default value is 3.
tempunits,#tempunits,~#tempunits~,"Units gained after this command are only temporary and disappear after the event has taken place, like the longdead horsemen from the Ghost Riders spell.  1 = temporary units 0 = permanent units"
terrain,#terrain,~#terrain~, Sets the terrain of a province. The terrain is calculated by adding certain numbers for different terrain types or other attributes.
thaucost,#thaucost,~#thaucost~,All rituals of the Thaumaturgy school cast in this province cost
thronekill,#thronekill,~#thronekill~,This monster will automatically destroy thrones in the same province unless they are protected by a fort. Chance is the chance in percent that the throne will be destroyed each turn.
tmpairgems,#tmpairgems,~#tmpairgems~,The monster produces a number of air gems that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tmpastralgems,#tmpastralgems,~#tmpastralgems~,The monster produces a number of astral pearls that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tmpbloodslaves,#tmpbloodslaves,~#tmpbloodslaves~,NOT IMPLEMENTED
tmpdeathgems,#tmpdeathgems,~#tmpdeathgems~,The monster produces a number of death gems that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tmpearthgems,#tmpearthgems,~#tmpearthgems~,The monster produces a number of earth gems that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tmpfiregems,#tmpfiregems,~#tmpfiregems~,The monster produces a number of fire gems that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tmpnaturegems,#tmpnaturegems,~#tmpnaturegems~,The monster produces a number of nature gems that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tmpwatergems,#tmpwatergems,~#tmpwatergems~,The monster produces a number of water gems that can be used in combat. The gems are not stable enough to be used for ritual spellcasting.
tombwyrmreanim,#tombwyrmreanim,~#tombwyrmreanim~,Reanimating priests can reanimate soulless of Ctis longdead of Ctis tomb wyrms and other special Ctissian undead. Desert Tombs Ctis has this attribute.
tradecoast,#tradecoast,~#tradecoast~,Income bonus for coastal forts. The nation gains more gold from coastal provinces than another nation with the same fort. Berytos has this ability. The default value is 0.
trample,#trample,~#trample~,This monster can trample smaller beings.
trampswallow,#trampswallow,~#trampswallow~,The monster automatically swallows the targets of a successful trampling attack. Swallowed monsters are removed from the battlefield until the swallowing monster is killed.
transform,#transform,~#transform~,"One commander determined by target requirements is transformed into another monster, negative numbers can be used for montags."
transformation,#transformation,~#transformation~,The monster is a possible target for the Transformation spell. Value can be -1 for a bad result 0 to disable and 1 for a good result.
triple3mon,#triple3mon,~#triple3mon~,The trinity god has 3 different monsters. The monsters must be created after one another and the first one should be used as the god. Only the first monster needs this command.
triplegod,#triplegod,~#triplegod~,"The pretender is a Trinity God. Splits god into three when game starts. The type value determines how the magic should be split between the 3 pretenders. Type, 1=full magic 2=split magic 3=reduced magic 4=like the grey one 5=like titan of the crossroads."
triplegodmag,#triplegodmag,~#triplegodmag~,Magic penalty for trinity gods when they are not in the same province. The penalty is usually set to 2.
troglodyte,#troglodyte,~#troglodyte~,Use this for humanoids without a head.
turmoilevents,#turmoilevents,~#turmoilevents~,How turmoil affects the event frequency. Default is 2.
turmoilincome,#turmoilincome,~#turmoilincome~,The effect turmoil and order has on income. Default is 3.
twiceborn,#twiceborn,~#twiceborn~,The monster will get this shape if it dies and rises again due to the twiceborn ritual.  8.13 Monster Summoning
twohanded,#twohanded,~#twohanded~,Makes the weapon a two-handed weapon. This means the weapon cannot be combined with a shield if you have only two arms. Two-handed weapons also receive increased bonus damage from strength.
type,#type,~#type~,Defines whether the item is 1-handed or 2- handed weapon a shield a helmet a body armor a pair of boots or a miscellaneous item. See table Item types.
undcommand,#undcommand,~#undcommand~,Increases undead leadership by this amount.
undead,#undead,~#undead~,This monster is an undead.
undeadimmune,#undeadimmune,~#undeadimmune~,Undead beings are immune to this weapon.
undeadonly,#undeadonly,~#undeadonly~,The weapon only affects undead.
undeadreanim,#undeadreanim,~#undeadreanim~,All undead priests of this nation are able to reanimate the dead as if the had the #reanimpriest attribute.
undisciplined,#undisciplined,~#undisciplined~,Undisciplined monsters cannot be given orders in battle. They can only deploy in the skirmish formation and will attack the enemy without regard for any battle plan.
undregen,#undregen,~#undregen~,Works like regeneration but only affects undead beings.
unify,#unify,~#unify~,Any one of the trinity gods can use the unify order to call the other parts of the trinity.
unique,#unique,~#unique~,The item can only be forged once making the item behave like an artifact without being construction level 8.
unit,#unit,~#unit~,What type of monster the mercenaries are.
units,#units,~#units~, Gives a squad of soldiers to the active commander.
unrepel,#unrepel,~#unrepel~,Attacks with this weapon cannot be repelled.
unrest,#unrest,~#unrest~, Sets the unrest level of the active province.
unresthalfinc,#unresthalfinc,~#unresthalfinc~,The amount of unrest that cuts income in half. Default is 50.
unresthalfres,#unresthalfres,~#unresthalfres~,The amount of unrest that cuts resources in half. Default is 100.
unsurr,#unsurr,~#unsurr~,<0 - 1000>  A unit with Unsurroundable will receive a reduced harassment penalty from being attacked multiple times in a round.
unteleportable,#unteleportable,~#unteleportable~,The monster cannot use Teleport Gateway or Astral Travel spells to move. It can still use Stygian Paths and Faery Trod.
userestricteditem,#userestricteditem,~#userestricteditem~,The monster can use restricted items of the same value. Value can be 1-10000. See Item Modding for more information.
